timestamp,open,high,low,close,volume
2021-06-10,513.9900,536.4100,513.0100,535.5200,3152379
2021-06-09,513.9900,518.3180,512.4800,514.6800,1702714
2021-06-08,511.1500,516.2900,508.0701,509.2000,1747779
2021-06-07,504.9900,509.7800,502.0000,509.4700,1768754
2021-06-04,498.7300,506.5000,497.7200,504.5000,1644301
2021-06-03,492.4000,496.7550,487.3400,493.1400,1539128
2021-06-02,495.1800,501.8237,493.0900,495.7700,1761478
2021-06-01,504.5400,506.0000,492.3100,495.9100,2189020
2021-05-28,506.0800,511.3700,504.1900,504.5800,1924999
2021-05-27,505.0000,505.0000,497.4500,498.2800,2957310
2021-05-26,506.2700,509.5000,504.6300,506.9800,1695747
2021-05-25,499.0200,505.6021,498.8700,505.0800,2322468
2021-05-24,494.6400,499.9900,492.0100,497.8300,1831564
2021-05-21,494.1900,496.2300,487.1300,488.0700,1568115
2021-05-20,483.6800,495.3600,482.6100,491.6700,1991223
2021-05-19,473.0200,480.8700,472.0000,480.4700,2047511
2021-05-18,484.6300,488.3200,480.4600,480.6200,1395237
2021-05-17,487.0300,487.8700,478.1100,482.7400,1581037
2021-05-14,481.6300,488.3300,478.6900,486.5600,1857198
2021-05-13,478.0100,480.4600,471.7600,474.1600,1996532
2021-05-12,477.1888,480.9900,469.5700,472.0900,2399059
2021-05-11,471.0300,486.9100,468.5000,485.1900,2293963
2021-05-10,487.5400,489.0400,478.6250,479.3800,1970931
2021-05-07,496.0000,499.1500,485.7800,488.7300,1632407
2021-05-06,485.6700,485.6700,475.9200,483.6100,2537227
2021-05-05,495.6900,498.6250,484.4400,486.6900,1875287
2021-05-04,499.4700,499.4700,484.8300,490.7000,2528948
2021-05-03,510.9700,511.7400,501.1210,503.4600,1458698
2021-04-30,514.1300,515.0500,507.1500,508.3400,1950559
2021-04-29,518.1100,520.4500,510.6200,516.0900,1592562
2021-04-28,515.2400,519.1299,510.0150,515.4800,1472191
2021-04-27,518.0000,519.1550,511.3455,517.3200,1944013
2021-04-26,513.5700,516.3100,510.2500,515.7000,1387542
2021-04-23,508.7900,517.4973,508.3950,515.8400,2257590
2021-04-22,508.0800,512.7700,504.0600,507.2900,2084841
2021-04-21,515.0200,515.4800,509.5500,512.3400,1678305
2021-04-20,515.2900,517.2900,510.6000,514.2100,1677468
2021-04-19,523.1300,524.0000,514.4401,516.1700,1917732
2021-04-16,524.2100,525.4400,518.5500,525.0800,2031733
2021-04-15,515.6700,524.5900,515.1000,523.2500,2122337
2021-04-14,514.0000,517.7800,509.1300,510.6300,1956447
2021-04-13,506.8500,517.2645,506.7800,514.8600,2195707
2021-04-12,499.2900,506.9400,498.4400,506.0300,1584592
2021-04-09,498.3700,504.4400,492.6000,504.0400,1887016
2021-04-08,500.1600,504.6000,498.1401,499.8400,2026282
