timestamp,open,high,low,close,volume
2021-06-10,84.1600,84.4600,81.7100,82.3000,16680776
2021-06-09,84.6000,84.8300,84.0300,84.5200,9720292
2021-06-08,84.0300,85.0300,83.9950,84.6100,10726824
2021-06-07,82.9400,84.2500,82.8500,83.9400,10445620
2021-06-04,81.4150,83.9600,81.3700,82.8900,14502894
2021-06-03,79.8000,81.4600,79.6500,81.0900,12038728
2021-06-02,79.7000,80.9300,79.5100,80.2700,12249543
2021-06-01,79.5800,79.8300,78.4800,79.5700,10485636
2021-05-28,78.9500,79.3600,78.6700,78.7400,6929875
2021-05-27,79.5000,80.0500,78.8400,78.9800,12867810
2021-05-26,78.5900,79.3700,78.5510,79.2600,12851068
2021-05-25,79.6150,79.6800,78.6500,78.8300,7160582
2021-05-24,79.4900,79.8760,79.1400,79.3800,7044732
2021-05-21,79.1900,79.8500,78.9800,79.0300,8628957
2021-05-20,78.9500,79.3200,78.6800,78.7200,8802676
2021-05-19,77.8100,78.7700,77.5500,78.7400,8165040
2021-05-18,78.9900,79.4700,78.3900,78.6900,6643073
2021-05-17,78.8800,79.5300,78.8500,79.0800,6637900
2021-05-14,78.1200,79.0500,78.1200,78.8900,9033402
2021-05-13,77.5300,78.4400,76.8800,78.1400,11399492
2021-05-12,77.5700,78.1900,76.5300,76.7500,12302575
2021-05-11,79.7500,79.9000,77.2514,77.6900,12980394
2021-05-10,78.7700,80.7233,78.6000,80.1500,17356662
2021-05-07,79.8100,80.5400,78.5800,80.4000,14073449
2021-05-06,79.1800,79.9610,78.5600,79.7400,14089717
2021-05-05,78.9700,79.8300,78.7200,79.1900,8720347
2021-05-04,77.0700,78.7000,76.9300,78.5300,15316549
2021-05-03,76.2800,77.4800,76.0800,77.3300,15319639
2021-04-30,75.5600,75.9200,75.1900,75.7900,7825321
2021-04-29,75.3800,75.9000,74.6400,75.8700,7940387
2021-04-28,75.1600,75.2700,74.6600,74.7700,6107809
2021-04-27,74.3900,75.4250,74.2200,75.2200,9300188
2021-04-26,74.9700,75.0400,74.2031,74.5000,9402153
2021-04-23,74.2900,75.0000,73.8500,74.9700,10665756
2021-04-22,76.1100,76.4800,74.7450,74.8700,16769293
2021-04-21,78.7900,79.3400,76.5300,76.6600,18672795
2021-04-20,78.7000,79.4200,78.6500,79.2400,12562254
2021-04-19,78.8100,80.2100,78.3400,78.7500,19967188
2021-04-16,78.3100,79.3400,77.8600,78.9500,13334088
2021-04-15,77.0000,78.5500,76.8300,78.2900,13604189
2021-04-14,77.0400,77.3650,76.5100,76.8200,12730816
2021-04-13,76.1600,77.0100,75.9000,76.6700,13142446
